TestMethod,Column,TrendMethod,Trend,Lags,NullHypothesis,PValue,TestStatistic
Adf,Temperature,nc,No trend components,10,The process contains a unit root.,0.9714389461878129,1.5683199549711466
Adf,Temperature,nc,No trend components,11,The process contains a unit root.,0.9774768952099713,1.6733840498160473
Adf,Temperature,nc,No trend components,12,The process contains a unit root.,0.9746235574839048,1.6213831393130282
Adf,Temperature,nc,No trend components,13,The process contains a unit root.,0.9860216913140004,1.867257336214264
Adf,Temperature,nc,No trend components,14,The process contains a unit root.,0.9706379208578739,1.5556785228971668
Adf,Temperature,nc,No trend components,15,The process contains a unit root.,0.9327549234407944,1.1315407397484243
Adf,Temperature,nc,No trend components,16,The process contains a unit root.,0.9209273130699582,1.0368236827475328
Adf,Temperature,nc,No trend components,17,The process contains a unit root.,0.9468287357209957,1.2614251370166443
Adf,Temperature,nc,No trend components,18,The process contains a unit root.,0.9377350805137593,1.1750321774397952
Adf,Temperature,nc,No trend components,19,The process contains a unit root.,0.9256552970501275,1.073380399987421
Adf,Temperature,nc,No trend components,20,The process contains a unit root.,0.9594578890313612,1.401476042155674
Adf,Temperature,nc,No trend components,21,The process contains a unit root.,0.9659046467892918,1.4858278476356739
Adf,Temperature,nc,No trend components,22,The process contains a unit root.,0.9823455771533255,1.7750571290393444
Adf,Temperature,nc,No trend components,23,The process contains a unit root.,0.9958275244133713,2.2772707169586046
Adf,Temperature,nc,No trend components,24,The process contains a unit root.,0.9999875076751248,3.439431228726885
Adf,Temperature,ctt,Include a constant and linear and quadratic time trends,0,The process contains a unit root.,6.99264803740973e-06,-6.125653018993891
Adf,Temperature,ctt,Include a constant and linear and quadratic time trends,1,The process contains a unit root.,0.0002566673156798722,-5.337585167264285
Adf,Temperature,ctt,Include a constant and linear and quadratic time trends,2,The process contains a unit root.,0.06400344255931802,-3.737549580029017
Adf,Temperature,ctt,Include a constant and linear and quadratic time trends,3,The process contains a unit root.,0.16451896516941167,-3.3230235800040075
Adf,Temperature,ctt,Include a constant and linear and quadratic time trends,4,The process contains a unit root.,0.11104081357223317,-3.5074563679405992
Adf,Temperature,ctt,Include a constant and linear and quadratic time trends,5,The process contains a unit root.,0.1059394538831605,-3.52824435566445
Adf,Temperature,ctt,Include a constant and linear and quadratic time trends,6,The process contains a unit root.,0.42705306101267293,-2.7481943149981625
Adf,Temperature,ctt,Include a constant and linear and quadratic time trends,7,The process contains a unit root.,0.15387363242556806,-3.355900552749571
Adf,Temperature,ctt,Include a constant and linear and quadratic time trends,8,The process contains a unit root.,0.23820440592446784,-3.1273095022958612
Adf,Temperature,ctt,Include a constant and linear and quadratic time trends,9,The process contains a unit root.,0.23841580391591416,-3.1268030839647554
Adf,Temperature,ctt,Include a constant and linear and quadratic time trends,10,The process contains a unit root.,0.7374124781633487,-2.1844591956991604
Adf,Temperature,ctt,Include a constant and linear and quadratic time trends,11,The process contains a unit root.,0.8778252938383808,-1.8172816725077496
Adf,Temperature,ctt,Include a constant and linear and quadratic time trends,12,The process contains a unit root.,0.8798985684612779,-1.8100005030873663
Adf,Temperature,ctt,Include a constant and linear and quadratic time trends,13,The process contains a unit root.,0.9657796437712239,-1.3322848810334973
