ISO_N3,ISO_C3,cntry.name,year,mean_pre,mean_rad,mean_tmp,NY.GDP.MKTP.KD,NY.GDP.PCAP.KD,SP.POP.TOTL,AG.LND.AGRI.K2,AG.PRD.CROP.XD
578,NOR,Norway,1961,106.2525216435920000000000000000,98.6115268188155000000000000000,5.1389212409851800000000000000,88173016047.0000000000000000000000000000,24426.0114300000000000000000000000,3609800.0000000000000000000000000000,10340.0000000000000000000000000000,122.5800000000000000000000000000
578,NOR,Norway,1962,105.6799112495380000000000000000,98.1980109766853000000000000000,3.5814375934235600000000000000,90654156346.0000000000000000000000000000,24912.3932800000000000000000000000,3638918.0000000000000000000000000000,10310.0000000000000000000000000000,100.1200000000000000000000000000
578,NOR,Norway,1963,93.2007132223635000000000000000,99.2789657613756000000000000000,3.6831318030229100000000000000,94085455221.0000000000000000000000000000,25660.5770600000000000000000000000,3666537.0000000000000000000000000000,10280.0000000000000000000000000000,125.1700000000000000000000000000
578,NOR,Norway,1964,108.2952338344640000000000000000,99.6610600083564000000000000000,4.3797731205096900000000000000,98798808156.0000000000000000000000000000,26743.2978300000000000000000000000,3694339.0000000000000000000000000000,10190.0000000000000000000000000000,99.3500000000000000000000000000
578,NOR,Norway,1965,90.8664098770683000000000000000,98.7323725228937000000000000000,3.5890410130932900000000000000,104000000000.0000000000000000000000000000,27938.8216300000000000000000000000,3723168.0000000000000000000000000000,10110.0000000000000000000000000000,116.4800000000000000000000000000
578,NOR,Norway,1966,100.3388504063480000000000000000,99.4845141877349000000000000000,3.1681893583484500000000000000,108000000000.0000000000000000000000000000,28766.1464500000000000000000000000,3753012.0000000000000000000000000000,10050.0000000000000000000000000000,113.3900000000000000000000000000
578,NOR,Norway,1967,130.8083180787670000000000000000,96.1561769106063000000000000000,4.5812305897104400000000000000,115000000000.0000000000000000000000000000,30311.1519000000000000000000000000,3784539.0000000000000000000000000000,10000.0000000000000000000000000000,102.9800000000000000000000000000
578,NOR,Norway,1968,89.1183259439736000000000000000,101.1244441394300000000000000000,3.7761027325050200000000000000,117000000000.0000000000000000000000000000,30736.6840000000000000000000000000,3816486.0000000000000000000000000000,9940.0000000000000000000000000000,124.9300000000000000000000000000
578,NOR,Norway,1969,88.6422814144275000000000000000,104.4805388691330000000000000000,3.8944694971194400000000000000,123000000000.0000000000000000000000000000,31860.6144600000000000000000000000,3847707.0000000000000000000000000000,9860.0000000000000000000000000000,112.2700000000000000000000000000
578,NOR,Norway,1970,93.7661067000514000000000000000,101.2052146951010000000000000000,3.5063915051460800000000000000,125000000000.0000000000000000000000000000,32244.6463800000000000000000000000,3875763.0000000000000000000000000000,9540.0000000000000000000000000000,118.3500000000000000000000000000
